Egypt,Chyrocamus,Chyrokamos,unknown,700,AD 700,700,AD 700,;
Egypt,Passion,Passion,unknown,700,AD 700,700,AD 700,;
Egypt,Spenemiris,Spenemiris,unknown,700,AD 700,700,AD 700,;
Egypt,Facion,Facion,unknown,700,AD 700,700,AD 700,;
Egypt,Leugipo,Leugipo,unknown,700,AD 700,700,AD 700,;
Egypt,Ositionis Nessum,Ositionis Nessum,unknown,700,AD 700,700,AD 700,;
Egypt,Oreias,Oreias,unknown,700,AD 700,700,AD 700,;
Egypt,Tharsantes,Tharsantes,unknown,700,AD 700,700,AD 700,;
Egypt,Thunuces,Thounoukes,unknown,700,AD 700,700,AD 700,;
Egypt,Cenon,Cenon,unknown,700,AD 700,700,AD 700,;
Israel,Anthedon,Anthedon,,-199,BC 199,1595,AD 1595,"31.536326,34.47975;"
Egypt,Aegyptium mare - Aegyptius sinus,Egyptian Sea,the part of the Mediterranean (47793) north of Egypt,-799,BC 799,1284,AD 1284,;
Libya,,Aziris,,-440,BC 440,180,AD 180,"32.683792,22.8806055;"
Libya,,Phthia,,130,AD 130,180,AD 180,;
Libya,,Petra Mikra,,130,AD 130,180,AD 180,;
Libya,,Skythranios,,130,AD 130,180,AD 180,;
Libya,,Kataionion,,130,AD 130,180,AD 180,;
Libya,,Ardanis,,15,AD 15,180,AD 180,;
Libya,,Petra Megale,,130,AD 130,235,AD 235,;
Egypt,,Trisarchou Kome,,130,AD 130,180,AD 180,;
Egypt,,Sondra,in the western or central Delta,591,AD 591,603,AD 603,;
Egypt,,Kalliou Akron,,130,AD 130,235,AD 235,;
Egypt,,Zygis,,130,AD 130,180,AD 180,;
Egypt,,Glaukon Akron,,130,AD 130,235,AD 235,;
Egypt,Pelusiacum Ostium - Carabes,Pelousiakon Stoma,,-599,BC 599,1712,AD 1712,"31.062,32.5824;"
Jordan,Arabia,Arabia Petraia,,-199,BC 199,1595,AD 1595,;
Libya,,Azar Oros,,130,AD 130,180,AD 180,;
Egypt,Libyci Montes,Libyka Ore,,-440,BC 440,1595,AD 1595,;
Egypt,,Heliou Krene,,130,AD 130,180,AD 180,;
Libya,,Sentites,,130,AD 130,180,AD 180,;
Libya,,Aizaroi,,130,AD 130,180,AD 180,;
Egypt,,Zygritai,,130,AD 130,180,AD 180,;
Egypt,,Bouzeis,,130,AD 130,180,AD 180,;
Libya,,Mokchyris,,130,AD 130,180,AD 180,;
Libya,Portus Menelaus,Menelaos,,15,AD 15,180,AD 180,"31.967385,24.892773;"
Libya,,Abathouba,,130,AD 130,180,AD 180,;
Egypt,,Iset,near L02 Letopolis (Ausim) (1245)?,-199,BC 199,249,AD 249,;
Egypt,,Rechsa,,-199,BC 199,-73,BC 73,;
Egypt,,Per-nebet-nehi,in L01 Memphis (1344),-599,BC 599,199,AD 199,;
Egypt,,Terytheos Ebytheos,near U15 Alabastron Polis (2684),412,AD 412,413,AD 413,;
Libya,,Dioskoron,,130,AD 130,180,AD 180,;
Libya,,Mazakila,,130,AD 130,180,AD 180,;
Egypt,,Azikis,,130,AD 130,180,AD 180,;
Egypt,,Skope,,130,AD 130,180,AD 180,;
Egypt,,Kalliou,,130,AD 130,180,AD 180,;
Egypt,,Glaukon,,130,AD 130,180,AD 180,;
Egypt,,Pednopon,,130,AD 130,180,AD 180,;
Egypt,,Phamothis,,130,AD 130,180,AD 180,;
Egypt,,...-ach?,unknown,-30,BC 30,14,AD 14,;
Egypt,,P-sesek,unknown,-99,BC 99,50,AD 50,;
Egypt,,Neilopolis?,unknown,-30,BC 30,14,AD 14,;
Egypt,,T-mai-n-Paos,unknown,73,AD 73,73,AD 73,;
Egypt,,Resi-tjaou,a necropolis of L01 Memphis (1344),-525,BC 525,199,AD 199,;
Egypt,,Hout-Ra,,-332,BC 332,-30,BC 30,;
Lebanon,,Chenti-shi,,-664,BC 664,14,AD 14,;
Egypt,,Set-weret,in L01 Memphis (1344),-102,BC 102,14,AD 14,;
Egypt,,Set-[ ],unknown,-30,BC 30,14,AD 14,;
Egypt,,Shena,unknown,-543,BC 543,199,AD 199,;
Eritrea,,Sabat,,130,AD 130,180,AD 180,;
Egypt,,Ach-menou,Karnak in U04b Dios Polis (576),-513,BC 513,-48,BC 48,;
Egypt,,Ious-aches,Karnak in U04b Dios Polis (576),-50,BC 50,-50,BC 50,;
Egypt,,Ounou,unknown,63,AD 63,63,AD 63,;
ghost name,,Per-n-Nehi,,0,AD 0,0,AD 0,;
Egypt,,Maati,in the necropolis near Giza (716),-254,BC 254,63,AD 63,;
ghost name,,Gen-djedj,,0,AD 0,0,AD 0,;
Egypt,,Mem?,,63,AD 63,63,AD 63,;
Egypt,,Tepehet-djat,in L01 Memphis (1344),-332,BC 332,249,AD 249,;
Egypt,,P-ihi-resi?,,-299,BC 299,-250,BC 250,;
Egypt,,Tai-ter?,,-299,BC 299,-250,BC 250,;
Egypt,,Kerer,,-299,BC 299,-250,BC 250,;
ghost name,,P-tesh-n-P-seka,,0,AD 0,0,AD 0,;
Egypt,,Pig,unknown,100,AD 100,150,AD 150,;
Egypt,,Lehini,unknown,100,AD 100,150,AD 150,;
Egypt,,Ra-kerer,(part of) the necropolis of U13 Lykopolis (1271),-543,BC 543,-522,BC 522,;
Egypt,,Oasitai,,130,AD 130,180,AD 180,;
Egypt,,Sachebou,unknown,-160,BC 160,-159,BC 159,;
Egypt,,Rout-isout,"in L01 Memphis (1344), in L01 Saqqara (1344) near L01 Serapeum (10638); near L01 Abusir (1344)?",-399,BC 399,-30,BC 30,;
Egypt,,Djed-sout,in L01 Memphis (1344),-102,BC 102,-102,BC 102,;
Egypt,,Pa-hetep,,-332,BC 332,-30,BC 30,;
Libya,,Aedonis Nesos,in the Mediterranean (47793),130,AD 130,180,AD 180,;
Egypt,,Per-Iit,in or near L02 Letopolis (1245),-332,BC 332,-30,BC 30,;
Egypt,,Ano Topoi,,130,AD 130,180,AD 180,;
Egypt,,Phokoussai,in the Mediterranean (47793),130,AD 130,180,AD 180,;
Egypt,,Argaiou,in the Mediterranean (47793),130,AD 130,180,AD 180,;
Egypt,Sapirine,Saspeirene Nesos,in the Red Sea (3632),77,AD 77,180,AD 180,;
Eritrea,,Kathathrai,in the Red Sea (3632),130,AD 130,180,AD 180,;
Eritrea,,Thrisitides,in the Red Sea (3632),130,AD 130,180,AD 180,;
Eritrea,,Orneon Nesos,in the Red Sea (3632),130,AD 130,180,AD 180,;
Egypt,,Per-nebou [eastern Delta],in the eastern Delta,-99,BC 99,199,AD 199,;
Egypt,,Neb-keni?,,-199,BC 199,-100,BC 100,;
Egypt,,Hout-ouben,,-525,BC 525,-521,BC 521,;
Egypt,,Djar?,,-229,BC 229,-229,BC 229,;
Egypt,,Abba Markou Topos,in U04b Memnoneia (1341),650,AD 650,675,AD 675,;
Somalia,,Hippalou Pelagos,"in the Red Sea (3632), in the Indian Ocean (11202)",130,AD 130,180,AD 180,;
N/A,,Indikon Pelagos,south of the Red Sea (3632),-78,BC 78,225,AD 225,;
Tanzania,,Rapton Akroterion,at the Indian Ocean (11202),130,AD 130,400,AD 400,;
Egypt,,Prionoton Oros,at the Red Sea (3632),130,AD 130,180,AD 180,;
Sudan,,Chersonesos ,,130,AD 130,180,AD 180,;
Sudan,,Satyron Oros,at the Red Sea (3632),130,AD 130,180,AD 180,;
Eritrea,,Theon Soteron Limen,at the Red Sea (3632),130,AD 130,180,AD 180,;
Eritrea,,Sabastrikon Stoma,at the Red Sea (3632),130,AD 130,180,AD 180,;
Egypt,,Sechet-iarou,,-150,BC 150,199,AD 199,;
Egypt,,Sechet-iarou,,0,AD 0,0,AD 0,;
Israel,,Wadi el-Nar,,0,AD 0,0,AD 0,;
Egypt,,Oun-bes,unknown,3,AD 3,50,AD 50,;
Egypt,,Kebelou,unknown,1,AD 1,50,AD 50,;
Egypt,,Ta-ra-anch?,the mythological underworld?,1,AD 1,50,AD 50,;
Egypt,,Hout-Item,near U04a Hermonthis (Armant) (812),-9,BC 9,-9,BC 9,;
Egypt,,Chenem-anch,necropolis in U04b Memnoneia (1341),-10,BC 10,199,AD 199,;
Eritrea,,Adoulikos Kolpos,in the Red Sea (3632),100,AD 100,180,AD 180,;
Somalia,Abalitu,Aualites Kolpos,"in the Red Sea (3632), in the Gulf of Aden",77,AD 77,540,AD 540,;
Somalia,,Mondou Emporion,at the Red Sea (3632),130,AD 130,180,AD 180,;
Ethiopia,,Elephas,"east of the Nile, at the Red Sea (3632)",130,AD 130,180,AD 180,;
Somalia,,Opone,at the Red Sea (3632),80,AD 80,180,AD 180,"10.4118,51.286582;"
Somalia,,Phalangis Oros,at the Red Sea (3632),130,AD 130,180,AD 180,;
Somalia,,Notou Keras,at the Red Sea (3632),15,AD 15,180,AD 180,"11.8330631,51.2836084;"
Kenya,,Toniki,at the Red Sea (3632),130,AD 130,180,AD 180,;
Tanzania,,Raptos Potamos,flows in the Indian Ocean (11202),130,AD 130,180,AD 180,;
Tanzania,,Rapta,near the Indian Ocean (11202),130,AD 130,180,AD 180,;
Sudan,,Phthour,on the western Nile bank,130,AD 130,180,AD 180,;
Sudan,,Satachthai,on the western Nile bank,130,AD 130,180,AD 180,;
Sudan,,Morou,on the western Nile bank,130,AD 130,180,AD 180,;
Sudan,,Gerbo,on the eastern Nile bank,130,AD 130,180,AD 180,;
Egypt?,,Toumrek,unknown,-505,BC 505,-344,BC 344,;
Sudan,Cataractae Ulteriores,Katarraktes Megas,,130,AD 130,499,AD 499,;
Sudan,,Primis Mikra,on the eastern Nile bank,130,AD 130,180,AD 180,;
Sudan,,Sandake,on the eastern Nile bank,130,AD 130,180,AD 180,;
Egypt,,Sebennytike Limne,,-599,BC 599,-300,BC 300,"31.4877201,30.9481907;"
Ethiopia,,Maste,,130,AD 130,180,AD 180,;
Sudan,,Aithiopika Ore,,130,AD 130,180,AD 180,;
Ethiopia,,Pylaia Ore,,130,AD 130,180,AD 180,;
Eritrea,,Adoulitai,,130,AD 130,180,AD 180,;
Eritrea,,Sirtibeis,,130,AD 130,180,AD 180,;
Eritrea,,Rizophagoi,,15,AD 15,180,AD 180,;
Ethiopia,,Auxoumitai,,130,AD 130,180,AD 180,;
Ethiopia,,Soboridai,,130,AD 130,180,AD 180,;
Sudan,Nubaei,Noubai,,15,AD 15,1161,AD 1161,;
Ethiopia,,Pechinoi,,130,AD 130,180,AD 180,;
Somalia,,Smyrnophoros Chora,,130,AD 130,200,AD 200,;
Sudan,,Sebridai,,130,AD 130,200,AD 200,;
Sudan,Ptoemphani,Ptoemphaneis,,77,AD 77,180,AD 180,;
Somalia,,Kinnamomophoros Chora,,15,AD 15,200,AD 200,;
Sudan,,Apaioi,,130,AD 130,180,AD 180,;
Sudan,,Phazaka,,130,AD 130,180,AD 180,;
Sudan,,Skenitai,,130,AD 130,180,AD 180,;
Sudan,,Tralletai,,130,AD 130,180,AD 180,;
Sudan,,Nygbenitai,,130,AD 130,180,AD 180,;
Egypt,,Kereb,,-664,BC 664,-332,BC 332,;
Egypt,,Hebi?,unknown,-525,BC 525,-404,BC 404,;
Egypt,,P-keri?,unknown,-384,BC 384,-384,BC 384,;
Mozambique?,,Prason Akroterion,at the Indian Ocean (11202),130,AD 130,400,AD 400,;
Mozambique?,,Menouthias,in the Indian Ocean (11202),130,AD 130,400,AD 400,;
Sudan,,Elephantophagoi,,-54,BC 54,897,AD 897,;
Egypt,,Inhi?,,-137,BC 137,-137,BC 137,;
Egypt,,Aout?,,-154,BC 154,-153,BC 153,;
Egypt,,N-ouhem?,,-154,BC 154,-153,BC 153,;
Egypt,,P-m...,,-114,BC 114,-114,BC 114,;
Egypt,,Medenit,,-382,BC 382,63,AD 63,;
ghost name,,Proch( ),,0,AD 0,0,AD 0,;
Egypt,,P-ges-ma-n-t-mesehet,,-108,BC 108,-34,BC 34,;
Egypt,,P-ma-n-t-djela,,-332,BC 332,-30,BC 30,;
Egypt,,P-ma-n-Hor-p-ka,,-332,BC 332,-30,BC 30,;
ghost name,,Hor-nechet,,0,AD 0,0,AD 0,;
ghost name,,Kesem,,0,AD 0,0,AD 0,;
ghost name,,T-seget?,,0,AD 0,0,AD 0,;
Turkey,Ad Tygrem,Amida,on the river Tigris (13138),400,AD 400,450,AD 450,"37.9122455,40.2334445;"
Turkey,Aedissa - Edissa - Edessa,Edessa,,150,AD 150,799,AD 799,"37.1625575,38.781432;"
Tajikistan,,Panjikant,,0,AD 0,0,AD 0,;
Syria,,"Kafra d-Barta, Mar Eusebona",near Qal'at Simon in northern Syria,0,AD 0,0,AD 0,;
Syria,,Beth Zagba,near Apameia (Qala'at el-Medik) (3217),0,AD 0,0,AD 0,;
Syria?,,Mogabeus,,300,AD 300,599,AD 599,;
Egypt,,P-shi-n-p-remetj-t-Hout-Souchos,,-102,BC 102,-102,BC 102,;
Egypt,,Mem,,-332,BC 332,135,AD 135,;
Egypt,,P-mou-Nikandros,,-119,BC 119,-119,BC 119,;
Georgia,Abasgi,Abaskoi,,309,AD 309,430,AD 430,;
Iraq,Virta,Birtha,on the west bank of the river Tigris (13138); between Mosul (11575) and Baghdad (47862),130,AD 130,180,AD 180,"34.6012,43.6925;"
Egypt,,T-mai-n-n-hemou,in U04b Memnoneia (1341),-199,BC 199,-113,BC 113,;
Egypt,,P-awi-n-hetep-n-p-hib-p-bik,in U04b Memnoneia (1341),-176,BC 176,-176,BC 176,;
ghost name,,Per-kerek,,0,AD 0,0,AD 0,;
Egypt,,T-mai-Nout?,,-94,BC 94,-94,BC 94,;
Egypt,,Tmotn-n-Pa-Hor-Igesh,,-163,BC 163,-163,BC 163,;
Egypt,,T-am,in U04b Dios Polis (Thebes east) (576),-141,BC 141,-121,BC 121,;
Egypt,,Airne,,225,AD 225,275,AD 275,;
Egypt,,Ii-setep?,,116,AD 116,499,AD 499,;
Egypt,,Ii-sha-Aton,,21,AD 21,21,AD 21,;
Egypt,,P-awi-hi,,48,AD 48,48,AD 48,;
United Kingdom,Londinium - Landini - Augusta,Londinium,in southern England,-199,BC 199,799,AD 799,"51.513335,-0.088949;"
Egypt,,P-awi-n-p-kebehe,,-380,BC 380,499,AD 499,;
Egypt,,P-ma-teche,,34,AD 34,34,AD 34,;
Egypt,,Per-ir-shenet,on U01 Philai (1767),373,AD 373,373,AD 373,;
Egypt,,Isidion [Philai],on U01 Philai (1767),-332,BC 332,299,AD 299,;
Egypt,,Per-mes,on U01 Philai (1767),-380,BC 380,499,AD 499,;
Egypt,,P-Ra-wini,in Tzitzi (2809),160,AD 160,180,AD 180,;
Egypt,,Per-Horos,near Talmis (Kalabsha) (2787),50,AD 50,50,AD 50,;
Egypt,,Fetenes?,,-81,BC 81,499,AD 499,;
Egypt,,Ryt-p-shelek-Arensnouphis,on U01 Philai (1767),31,AD 31,31,AD 31,;
ghost name,,Hout-n-p-mit,,0,AD 0,0,AD 0,;
Egypt,,P-chete?,,-30,BC 30,284,AD 284,;
Egypt,,P-kehe,near U01 Philai (1767),169,AD 169,350,AD 350,;
ghost name,,T-names,,0,AD 0,0,AD 0,;
Egypt,,T-alemi,,78,AD 78,78,AD 78,;
Egypt,,T-behe,,74,AD 74,74,AD 74,;
Egypt,,P-tesh-n-Isis,,-81,BC 81,499,AD 499,;
Egypt,,Tek,,-332,BC 332,-81,BC 81,;
Egypt,,[ ]ophis,,98,AD 98,136,AD 136,;
Egypt,,Es[ ],,98,AD 98,136,AD 136,;
Egypt,,M[..]nestion,,98,AD 98,136,AD 136,;
Greece,Cyclades,Cyclades,in the Aegean Sea,-246,BC 246,284,AD 284,;
Greece,,Pathmos,in the eastern Aegean Sea,98,AD 98,136,AD 136,"37.3157746,26.5578532;"
Greece,,Chalkidike,,0,AD 0,0,AD 0,"40.25,23.25;"
Syria,Chalcis - Calcis,Chalkis,northern Syria; at the river Belus (Queiq),-199,BC 199,799,AD 799,"36.007956,37.009719;"
Syria,,Pieria,northern Syria,-201,BC 201,136,AD 136,;
Turkey?,Amazones,Amazones,"mythical, but later on regarded historical",-199,BC 199,799,AD 799,;
Iran?,,Sousa,at the Red Sea (3632) (sc. the Persian Gulf?),98,AD 98,136,AD 136,;
Greece,Olympus,Olympos,near Dion (Karitsa) (12098),-259,BC 259,799,AD 799,;
Lebanon,Eleuter,Eleutheros,,-259,BC 259,450,AD 450,"34.6281243,36.0743639;"
Austria,Noricum,Noricum,"in modern Germany, Austria, Italy, Slovenia",-199,BC 199,799,AD 799,;
Egypt,,Hout-benben,in L13 Heliopolis (761),-332,BC 332,299,AD 299,;
Egypt,,Tastai,,175,AD 175,249,AD 249,;
Egypt,,P-ker-n-t-mesehet,,-141,BC 141,-140,BC 140,;
Egypt,,P-ker-n-n-kesou,,-141,BC 141,-140,BC 140,;
Egypt,,Ramesseum,in U04b Memnoneia (1341),-194,BC 194,-118,BC 118,"25.727772,32.610244;"
Egypt,,Erbon,in the El-Dakhla oasis (2753)?,300,AD 300,1699,AD 1699,;
Egypt,,Basilike Ryme [Pathyris],in U04a Pathyris (1628),-284,BC 284,-94,BC 94,;
ghost name,,Pa-kae,,0,AD 0,0,AD 0,;
Egypt,,Ta-anch,necropolis in U13 Lykopolis (Assiut) (1271),-181,BC 181,-157,BC 157,;
Egypt,,T-mai-nous?,,200,AD 200,299,AD 299,;
Egypt,,T-mai-gereg,,100,AD 100,299,AD 299,;
ghost name,,T-mai-pas,,0,AD 0,0,AD 0,;
Egypt,,Byblos,unknown,540,AD 540,540,AD 540,;
Egypt,,Diochites,unknown,100,AD 100,540,AD 540,;
Egypt,,Chios,unknown,540,AD 540,540,AD 540,;
Egypt,,Lesbos,unknown,540,AD 540,540,AD 540,;
Egypt,,Kypros,unknown,540,AD 540,540,AD 540,;
Egypt,,Samos,unknown,540,AD 540,540,AD 540,;
Egypt,,Ra-hes,,0,AD 0,0,AD 0,;
Egypt,,Aboui-n-netjerou,,-73,BC 73,-73,BC 73,;
Egypt,,P-tesh-n-Onnophris?,near L01 Saqqara (1344),-109,BC 109,-108,BC 108,;
Egypt,,Per-...,near L01 Saqqara (1344),-109,BC 109,-108,BC 108,;
Egypt,,Per-Chen?,,100,AD 100,299,AD 299,;
Egypt,,T-mai-n-p-ah-n-Sha...,,12,AD 12,13,AD 13,;
Egypt,,Apollonieion,,-651,BC 651,325,AD 325,;
Egypt,,T-mai-n-Psenminis,,-122,BC 122,-121,BC 121,;
Egypt,,Per-Montou-neb-Iounou,in U04a Hermonthis (Armant) (812) (2355)?,-534,BC 534,-534,BC 534,;
ghost name,,Per-Montou-neb-Ta-djeser,,0,AD 0,0,AD 0,;
Egypt,,Libya,the western part of the U03 Eileithyiopolites (3223),-19,BC 19,-18,BC 18,;
Egypt,,T-iouit-mehetet [Hermonthis],in U04a Hermonthis (Armant) (812),-210,BC 210,101,AD 101,;
Egypt,,T-mai-n-Apis,,-19,BC 19,-19,BC 19,;
Egypt,,T-mai-n-Patem?,,-99,BC 99,-1,BC 1,;
Egypt,,T-set-aat,in 00c Narmouthis (1421),150,AD 150,225,AD 225,;
Iraq,,Amorites,,175,AD 175,225,AD 225,;
Egypt,,T-mai-...[ ],,-25,BC 25,-1,BC 1,;
ghost name,,Shar,,0,AD 0,0,AD 0,;
Egypt,,Wah-t-ket,unknown,-146,BC 146,-132,BC 132,;
Egypt,,Boui-peh-mou,,-146,BC 146,-132,BC 132,;
Egypt,,N-anoua?,in the Bahariya oasis (2829),-146,BC 146,-132,BC 132,;
Egypt,,Per-sega,unknown,-146,BC 146,-132,BC 132,;
Egypt,,P-awi-n-naiou-cheti?,unknown,-146,BC 146,-132,BC 132,;
Egypt,,P-...,unknown,-146,BC 146,-132,BC 132,;
Egypt,,Pa,near U02 Apollonopolis (Edfu) (269),-146,BC 146,-132,BC 132,;
Egypt,,P-djoua,,-146,BC 146,-132,BC 132,;
Egypt,,Psen-gebous,unknown,-146,BC 146,-132,BC 132,;
Egypt,,Heris,unknown,-146,BC 146,-132,BC 132,;
Egypt,,Thmoiphtha,,-197,BC 197,-73,BC 73,;
Egypt,,...,,-159,BC 159,-159,BC 159,;
Egypt,,...,,-203,BC 203,-203,BC 203,;
Egypt,,Polis,unknown,540,AD 540,540,AD 540,;
Egypt,,Sargantis,unknown,540,AD 540,540,AD 540,;
Egypt?,,Sigynnos,unknown,540,AD 540,540,AD 540,;
Egypt,,Syis,unknown,540,AD 540,540,AD 540,;
Egypt,,Teuochis,unknown,540,AD 540,540,AD 540,;
Egypt,,Tisis,unknown,540,AD 540,540,AD 540,;
Italy,Capitolium,Capitolium,on the Capitolinus Mons (42807) in Rome (2058),-199,BC 199,1939,AD 1939,"41.875,12.375;"
Egypt,,Troites Potamos,unknown,540,AD 540,540,AD 540,;
Egypt,,Tyana,unknown,540,AD 540,540,AD 540,;
Egypt,,Nea Polis,near U09 Chemmis / Panopolis (Akhmim) (1589),-440,BC 440,540,AD 540,;
Egypt,,Perikermis,,540,AD 540,540,AD 540,;
Egypt,,Thalabaude,,540,AD 540,540,AD 540,;
Egypt,,Asty,near L03? Kanopos (1001),540,AD 540,540,AD 540,;
Turkey,Isinda,Isinda,,-25,BC 25,90,AD 90,"37.0675,30.1619;"
Turkey,Sebastopolis,Sebastopolis,,-199,BC 199,799,AD 799,"39.9971924,36.0846306;"
Turkey,Gangra - Gangaris,Gangra,,-30,BC 30,450,AD 450,"40.6013428,33.6134213;"
France,Volcae,Volcae,near Nemausus (Nîmes) (19905),-199,BC 199,799,AD 799,"43.7023265374,4.13070721709;"
Egypt,,Paulinou,"in the western Delta, south of L03 Hermopolis (Damanhur) (817)",560,AD 560,565,AD 565,;
Egypt,,[ ]-Montou?,,-186,BC 186,-144,BC 144,;
Egypt,,P-ourem,,-186,BC 186,-144,BC 144,;
Egypt,,Tenai?,unknown,-186,BC 186,-144,BC 144,;
ghost name,,Pa-kesh?,,0,AD 0,0,AD 0,;
ghost name,,Ourshe,,0,AD 0,0,AD 0,;
Egypt,,T-mai-n-Patymis,,-332,BC 332,350,AD 350,;
Egypt,,Psenoba[ ],,-150,BC 150,-30,BC 30,;
Italy,,Coppa Nevigata,a few km west of Manfredonia,0,AD 0,0,AD 0,;
Egypt,,Per-...,,-6,BC 6,-5,BC 5,;
Egypt,,P-wah-n-Amon-n-Pais,contains the village U04b P-wah-is (10752),-299,BC 299,-1,BC 1,;
Egypt,,P-boui-sha,,-568,BC 568,-246,BC 246,;
Egypt,,P-awi-n-Harsaphes,near 00b Apias (240)?,-229,BC 229,-228,BC 228,;
ghost name,,Pai-geri,,0,AD 0,0,AD 0,;
Egypt,,Per-djouf,unknown,-99,BC 99,-50,BC 50,;
Egypt,,T-iouit-mehetet [Dios Polis],in U04b Dios Polis (576),-330,BC 330,-1,BC 1,;
Egypt,,P-shi-aa-n-Hermopolis,in or near U15 Hermopolis (816),-99,BC 99,14,AD 14,;
Egypt,,T-chelet,,-91,BC 91,-90,BC 90,;
ghost name,,Per-p-Horos,,0,AD 0,0,AD 0,;
Egypt,,P-tou-herit,unknown,100,AD 100,199,AD 199,;
Egypt,,Per-Horos,in U06 Tentyris (Dendera) (2312),-30,BC 30,50,AD 50,;
Egypt,,Dundit,"near El-Buhia (3714), ca. 30 km west of L19? Pharbaithos (Horbeit) (1751)",0,AD 0,0,AD 0,;
ghost name,,T-mai-n-Souchos,,0,AD 0,0,AD 0,;
Egypt,,Pesta?,,126,AD 126,127,AD 127,;
Egypt,,Per-heb-neb,in L01 Memphis (1344),-224,BC 224,-224,BC 224,;
Sudan?,,Kenset,a large area south of Egypt (with different meanings in the course of time),-199,BC 199,-100,BC 100,;
ghost name,,Teri,,0,AD 0,0,AD 0,;
Egypt,,P-djou-n-Gabaan,unknown,175,AD 175,249,AD 249,;
Egypt,,...,unknown,-394,BC 394,-393,BC 393,;
Egypt,,T-ouhemet-n-Per-aa,,-199,BC 199,-30,BC 30,;
Egypt,,Paneion,in Wadi Hammamat (2839),-399,BC 399,-30,BC 30,;
ghost name,,Per-Nesout,,0,AD 0,0,AD 0,;
Egypt,,Tep-tawi,,-399,BC 399,199,AD 199,;
Egypt,,Wah-taief-dji?,unknown,-228,BC 228,-227,BC 227,;
Egypt,,T-mai-n-n-Ishourou,,-285,BC 285,-201,BC 201,;
Armenia,,Noravank,"ca. 122 km from Yerevan (48356), in the Siunik province",0,AD 0,0,AD 0,;
Egypt,,Chefeteh-n-Hathor,in U04a Pathyris (1628),-199,BC 199,-30,BC 30,;
Egypt,,Bucheum,in U04a Hermonthis (Armant) (812),-111,BC 111,299,AD 299,"25.622112,32.544215;"
Egypt,,Chefeteh-n-Montou,in U04a Hermonthis (Armant) (812),-199,BC 199,50,AD 50,;
Egypt,,P-necheb-n-Montou,in U04a Hermonthis (Armant) (812),-108,BC 108,-22,BC 22,;
Egypt,,T-achi-mesha,,-184,BC 184,-184,BC 184,;
Egypt,,Ta-outla-paiou-Horos,,-184,BC 184,-184,BC 184,;
Egypt,,P-awi-n-p-Aam,in L10 Per-gereg-Horos (2784),-184,BC 184,-184,BC 184,;
Egypt,,P-awi-n-Haryotes,,-184,BC 184,-184,BC 184,;
Egypt,,Melem,,-184,BC 184,-184,BC 184,;
Egypt,,Idku,"west of Rosetta (2059), near the Mediterranean (47793)",0,AD 0,0,AD 0,;
Egypt,,T-mai-n-t-ounesh,,-184,BC 184,-184,BC 184,;
ghost name,,Kousba,,0,AD 0,0,AD 0,;
Egypt,,Basilike Ryme [Soknopaiou Nesos],in 00a Soknopaiou Nesos (Dimeh) (2157),-122,BC 122,96,AD 96,;
Egypt,,Per-Iset,in Wadi Hammamat (2839)? or in U05 Koptos (Qift) (1159)?,-399,BC 399,-30,BC 30,;
Egypt,,Per-Chnoum,in L01 Memphis (1344),-71,BC 71,-71,BC 71,;
Egypt,,Kami-Bebi?,,-664,BC 664,-400,BC 400,;
Egypt,,Hebekeset?,,-664,BC 664,-400,BC 400,;
Egypt,,Hout-Neith,in L05 Sais (2072),-332,BC 332,99,AD 99,;
Egypt,,T-sechet-n-n-serechi,,-664,BC 664,-400,BC 400,;
Egypt,,[ ]...ou,unknown,-99,BC 99,99,AD 99,;
Egypt,,...-nou,,-305,BC 305,-246,BC 246,;
Egypt,,T-semit,,-305,BC 305,-246,BC 246,;
Egypt,,Di,,-305,BC 305,-246,BC 246,;
Egypt,,Ka,,0,AD 0,0,AD 0,;
Egypt,,Kelemen?,,-305,BC 305,-246,BC 246,;
Egypt,,T-Chnoum,,-305,BC 305,-246,BC 246,;
Egypt,,...-aam,,-99,BC 99,99,AD 99,;
Egypt,,P-ii-Shou,unknown,-130,BC 130,-30,BC 30,;
Egypt,,T-mai-n-T-nai,unknown,-130,BC 130,-30,BC 30,;
Egypt,,T-mai-n-P-neshi,unknown,-130,BC 130,-30,BC 30,;
Egypt,,Per-iabti,,-199,BC 199,-30,BC 30,;
Egypt,,Kenedj?,unknown,-120,BC 120,-50,BC 50,;
Egypt,,Anesh?,unknown,-120,BC 120,-50,BC 50,;
Egypt,,Mehi?,unknown,-120,BC 120,-50,BC 50,;
Egypt,,Sema-chi?,unknown,-120,BC 120,-50,BC 50,;
Israel,,Ekron,,-999,BC 999,-500,BC 500,"31.779672,34.848363;"
Egypt,,Tep-sedjem,,1,AD 1,199,AD 199,;
Egypt,,Chaset-wabet,,1,AD 1,199,AD 199,;
Egypt,,Pai-iaou,,-332,BC 332,350,AD 350,;
Egypt,,Chefeteh-n-Bouchis,in U04a Hermonthis (Armant) (812),-181,BC 181,-145,BC 145,;
Egypt,,T-hemoudjen,unknown,-435,BC 435,-419,BC 419,;
Egypt,,T-mai-n-In-ked,,-140,BC 140,-103,BC 103,;
Egypt,,Ta-mehet,"in the northern Delta, near the Mediterranean (47793) and near L Hephep (11487)",-363,BC 363,-343,BC 343,;
